gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HOS_D1_1_S1_L001,HOS_D1_2_S2_L001,HOS_D1_3_S3_L001,HOS_D2_1_S4_L001,HOS_D2_2_S5_L001,HOS_D2_3_S6_L001,HOS_D3_1_S7_L001,HOS_D3_2_S8_L001,HOS_D3_3_S9_L001,HOS_Media_1_S10_L001,HOS_Media_2_S11_L001
ENSG00000002549,LAP3,51056,leucine aminopeptidase 3,14383.904400190444,4.307952978085419,0.056029897367584666,76.88668336875674,0,0,18877,17001,18198,16258,18526,17554,19211,21448,17235,662,806
ENSG00000006327,TNFRSF12A,51330,TNF receptor superfamily member 12A,5029.486225195681,2.1540147883158745,0.04511136237069768,47.748830341577666,0,0,7045,5845,6378,5422,5984,5566,6339,7178,5672,1064,1134
ENSG00000008517,IL32,9235,interleukin 32,12508.013992944181,5.1782835615241485,0.0983380536758262,52.65798302856885,0,0,15247,14003,15114,15141,18104,16165,16117,19157,14396,361,339
ENSG00000025708,TYMP,1890,thymidine phosphorylase,5677.774999615771,4.0885037304764555,0.0672626051880134,60.78420125191719,0,0,8154,6725,7428,6625,7154,6663,7402,7952,6636,307,366
ENSG00000035403,VCL,7414,vinculin,11203.694390884786,-1.7154834239061154,0.03213810639567362,-53.37848480509888,0,0,8976,7851,8455,7285,8253,7493,8737,9953,7917,21288,22125
ENSG00000058668,ATP2B4,493,ATPase plasma membrane Ca2+ transporting 4,2834.0949364088997,-2.7744712612536184,0.05928753060409671,-46.796876729116214,0,0,1603,1484,1626,1230,1344,1258,1446,1626,1384,7714,7987
ENSG00000059378,PARP12,64761,poly(ADP-ribose) polymerase family member 12,4755.91326851845,2.459956501642892,0.04697227148580583,52.37039691355455,0,0,6565,5541,5999,5297,5954,5481,5693,6955,5381,841,855
ENSG00000060718,COL11A1,1301,collagen type XI alpha 1 chain,11125.282759087662,-2.1610238122873784,0.05590161218445413,-38.657629500144274,0,0,7161,7124,6987,6664,7580,6929,7311,7678,6838,25154,25757
ENSG00000063046,EIF4B,1975,eukaryotic translation initiation factor 4B,9163.216766752472,-2.139234893923101,0.05479882843553468,-39.03796769012491,0,0,6151,5427,6182,5459,5536,5459,6216,7020,6015,19821,21849
ENSG00000065911,MTHFD2,10797,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",16739.29211175495,1.3163342383816081,0.026240187815396075,50.164817707945936,0,0,21596,19342,20500,17207,19779,17853,20050,23602,17924,6072,6531
ENSG00000067066,SP100,6672,SP100 nuclear antigen,19743.963828583448,3.146773619527305,0.0482666324683402,65.19563223291755,0,0,25821,22644,23979,22582,25026,23605,25623,29947,23338,2190,2248
ENSG00000068079,IFI35,3430,interferon induced protein 35,8125.227772101415,5.123099643446582,0.08884718398284969,57.66192482178729,0,0,11033,9143,10114,9582,11083,10089,10544,11832,9779,194,280
ENSG00000068323,TFE3,7030,transcription factor binding to IGHM enhancer 3,8914.204320005398,1.1505491265768828,0.028809293013645987,39.9367359008743,0,0,11628,9833,10490,9275,10631,9673,10605,11991,9558,3584,3870
ENSG00000070669,ASNS,440,asparagine synthetase (glutamine-hydrolyzing),13547.80829424906,1.9612352066685412,0.038911351235996906,50.40264972484949,0,0,17678,16003,17054,14234,16820,14829,17098,19848,14802,3088,3642
ENSG00000073008,PVR,5817,PVR cell adhesion molecule,7420.947686990318,1.6687095247655996,0.04150853766474913,40.20159751815928,0,0,9315,8426,8759,8159,9137,8276,9200,10559,8307,2221,2230
ENSG00000087074,PPP1R15A,23645,protein phosphatase 1 regulatory subunit 15A,14734.876334531322,3.0075314869234586,0.07353094363328552,40.9015761027447,0,0,17909,16185,18025,17165,19636,17819,19834,21178,17629,1879,1754
ENSG00000090339,ICAM1,3383,intercellular adhesion molecule 1,17023.052808905624,3.6949410894785646,0.08767269017378294,42.144721259887554,0,0,22058,19746,21152,21040,24640,22137,20148,23201,18671,1364,1269
ENSG00000094916,CBX5,23468,chromobox 5,5342.967511672121,-1.6331967373323055,0.04237431188817472,-38.542141796716166,0,0,4616,4147,4038,3582,3939,3648,3958,4721,3914,9790,10235
ENSG00000099194,SCD,6319,stearoyl-CoA desaturase,31755.78247174754,-1.4708160881195929,0.0242689304191067,-60.60489946279764,0,0,27371,24331,26337,22341,25217,22768,25338,29209,24224,53831,57382
ENSG00000100129,EIF3L,51386,eukaryotic translation initiation factor 3 subunit L,10242.333125064903,-1.5424526600249608,0.03798997276476393,-40.601573198694176,0,0,8705,7946,8265,6884,7699,7060,8411,9700,7315,17936,19044
ENSG00000100342,APOL1,8542,apolipoprotein L1,4557.935453895123,4.538874668421606,0.08377643625321778,54.17841664573398,0,0,6134,5428,5741,5265,5869,5595,5753,6821,5534,162,235
ENSG00000100889,PCK2,5106,"phosphoenolpyruvate carboxykinase 2, mitochondrial",13871.157645958901,2.42169532157002,0.036830654578508905,65.752166212737,0,0,19242,16559,18015,15056,17051,15734,17171,19552,15639,2323,2759
ENSG00000101255,TRIB3,57761,tribbles pseudokinase 3,8557.29611996022,2.8015260486340314,0.06372557954751332,43.96234712224523,0,0,12611,10483,11567,8841,10234,9290,11223,12526,9371,1139,1292
ENSG00000101347,SAMHD1,25939,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,20278.41962716379,3.744738725403081,0.04966676008506484,75.3972821861024,0,0,27295,24114,25957,24074,26610,24807,25694,28807,22881,1393,1649
ENSG00000104529,EEF1D,1936,eukaryotic translation elongation factor 1 delta,8734.184364379325,-1.52143038230907,0.03126373997946653,-48.664375513240536,0,0,7564,6741,7231,5889,6649,6275,7026,7993,6314,15330,15914
ENSG00000105281,SLC1A5,6510,solute carrier family 1 member 5,27233.279621743426,1.8083107421335927,0.026983279394160474,67.01597369684184,0,0,36775,31386,34189,28705,33691,30258,33775,37636,29780,7118,7818
ENSG00000106105,GARS1,2617,glycyl-tRNA synthetase 1,37777.19077817049,1.120103099041636,0.029528618915384216,37.932796730228034,0,0,46801,42693,45052,38034,43804,40615,45823,51435,41925,15210,17009
ENSG00000106948,AKNA,80709,AT-hook transcription factor,5859.436302112435,2.9560246164685853,0.059299091476854714,49.84940819240652,0,0,8591,7324,7605,6464,7172,6684,7462,8364,6263,701,799
ENSG00000107201,RIGI,23586,RNA sensor RIG-I,19435.151713034964,5.445670270448679,0.08623305588325521,63.1506121947155,0,0,24612,22028,22852,23457,27053,24918,25646,29743,22839,458,447
ENSG00000108468,CBX1,10951,chromobox 1,4712.078074961467,-1.3831388320897255,0.03660189033757262,-37.78872673879098,0,0,4044,3662,3958,3491,3809,3581,3996,4498,3437,7914,7957
ENSG00000108679,LGALS3BP,3959,galectin 3 binding protein,23305.914471232452,1.6281202481656418,0.03663102634850009,44.44648186147008,0,0,29876,25448,28275,25576,29004,26491,28537,32253,25720,7071,7283
ENSG00000108821,COL1A1,1277,collagen type I alpha 1 chain,109259.20363871279,-2.911936976643954,0.07178264420262973,-40.566031092753704,0,0,62414,52682,57208,42393,47152,43526,55427,61972,51118,303262,325040
ENSG00000109084,TMEM97,27346,transmembrane protein 97,1993.5758048239402,-2.3778138616386935,0.054381611459872574,-43.72459362285078,0,0,1258,1188,1299,994,1131,1062,1216,1457,1104,4859,4953
ENSG00000111335,OAS2,4939,2'-5'-oligoadenylate synthetase 2,14330.594215258103,9.707545822360347,0.25236650087077817,38.466063399321776,0,0,18886,16224,17058,17190,20071,17735,19060,22273,17011,14,21
ENSG00000112715,VEGFA,7422,vascular endothelial growth factor A,12907.264636741149,1.7523538306245616,0.030345321848865865,57.74708336764781,0,0,16996,14842,15818,14090,15776,14003,15805,18057,14581,3411,3934
ENSG00000112972,HMGCS1,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,4741.355897015211,-2.723161546411066,0.04000282132470161,-68.07423717210473,0,0,2729,2472,2465,2201,2579,2244,2447,2696,2356,12738,13152
ENSG00000113140,SPARC,6678,secreted protein acidic and cysteine rich,31057.45073055339,-2.808974971367232,0.06544669352033397,-42.92004408892708,0,0,16697,14687,16023,12394,14769,13806,16784,19925,15673,85081,88622
ENSG00000113161,HMGCR,3156,3-hydroxy-3-methylglutaryl-CoA reductase,2834.1195483145275,-1.9407411891894288,0.05065522212957375,-38.312756466156664,0,0,2180,1976,2148,1746,1932,1758,1907,2151,1867,5972,6003
ENSG00000113594,LIFR,3977,LIF receptor subunit alpha,5639.028727439471,1.6709573678890326,0.044412293590717154,37.623757585856545,0,0,7168,6720,6682,6211,7050,6485,6691,7742,6110,1604,1777
