gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,OS_17_D1_1_S12_L001,OS_17_D1_2_S13_L001,OS_17_D1_3_S14_L001,OS_17_Media_1_S21_L001,OS_17_Media_2_S22_L001
ENSG00000063660,GPC1,2817,glypican 1,4821.477466293343,-5.611929023866448,0.10707603389092667,-52.41069191620468,0,0,217,225,219,15382,11573
ENSG00000095752,IL11,3589,interleukin 11,14174.45069365287,4.54178530072199,0.09004187236848402,50.44081360431241,0,0,20389,22967,20214,1397,900
ENSG00000100342,APOL1,8542,apolipoprotein L1,11686.59861371457,7.162656094533738,0.11373353473956781,62.977521194035795,0,0,18195,18666,16761,174,138
ENSG00000107201,RIGI,23586,RNA sensor RIG-I,14191.587007063821,5.54572841058898,0.13257096936580662,41.83214799679486,0,0,19555,24678,20414,745,427
ENSG00000113739,STC2,8614,stanniocalcin 2,9645.036428982516,3.271315981488079,0.07178557211736364,45.5706611370282,0,0,13722,14709,13168,2095,1507
ENSG00000115963,RND3,390,Rho family GTPase 3,58045.11255704605,6.027240082882395,0.07369047983253993,81.79129918246117,0,0,85970,94886,84138,1902,1477
ENSG00000117228,GBP1,2633,guanylate binding protein 1,89214.6018731716,7.314428348714706,0.07974518347701366,91.7225094958001,0,0,130258,145274,133943,1272,884
ENSG00000118503,TNFAIP3,7128,TNF alpha induced protein 3,10232.305794148459,2.722791497406572,0.07004301287473565,38.87313503027047,0,0,14117,15068,13656,3128,2292
ENSG00000119917,IFIT3,3437,interferon induced protein with tetratricopeptide repeats 3,17867.89274070741,5.096948347156844,0.09107201326636466,55.966132342429326,0,0,24985,29762,26122,1126,843
ENSG00000119922,IFIT2,3433,interferon induced protein with tetratricopeptide repeats 2,11338.640979657232,4.1100645792900385,0.09735360344409756,42.21789881306368,0,0,16503,18699,15226,1330,1086
ENSG00000120129,DUSP1,1843,dual specificity phosphatase 1,8963.808192286626,5.0167868820201695,0.1274650358174575,39.35814123337088,0,0,11698,15055,13754,618,430
ENSG00000120217,CD274,29126,CD274 molecule,11090.31918950069,6.933967309043626,0.11520952099010354,60.185714248731685,0,0,16929,18712,15303,205,143
ENSG00000122180,MYOG,4656,myogenin,7171.631502400039,-6.37619751777154,0.10968738945753498,-58.13063424433178,0,0,209,192,185,23317,17316
ENSG00000124491,F13A1,2162,coagulation factor XIII A chain,5502.7184293364735,-4.6530815270560675,0.09939040917827371,-46.81620254435183,0,0,459,541,430,17102,12830
